CID,MW,XLogP3,HBDC,HDAC,RBC,ExactMass,MonoMass,TPSA,HAC,Charge,Complexity,IsotopeAtoms,DASC,UASC,DBSC,UBSC,CBU,chembl_id,ic50_value,log_ic50,target_chembl_id,target_name
56658038,535.0,6.0,1,5,8,534.1921498,534.1921498,95.6,38,0,867.0,0,0,1,0,0,1,CHEMBL1834378,152.0,2.1818435879447726,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
139236865,494.4,6.4,1,3,3,493.07897,493.07897,44.7,33,0,752.0,0,0,2,0,0,1,CHEMBL5198115,144.0,2.1583624920952498,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
155525300,698.7,0.6,6,12,12,698.14648352,698.14648352,248.0,48,0,1260.0,0,0,0,0,0,1,CHEMBL4455786,2600.0,3.4149733479708178,CHEMBL3038498,Keap1/Nrf2
68000410,512.4,4.5,1,5,7,511.1429471,511.1429471,83.4,35,0,747.0,0,4,0,0,0,1,CHEMBL3895235,11.0,1.0413926851582251,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
155519779,293.34,2.8,2,5,6,293.08341252,293.08341252,104.0,20,0,374.0,0,0,0,0,0,1,CHEMBL4447969,6309.57,3.799999762890647,CHEMBL3038498,Keap1/Nrf2
76321310,771.2,0.0,2,13,10,770.2782005,770.2782005,98.3,53,0,1210.0,0,0,1,0,0,2,CHEMBL3112812,1080.0,3.03342375548695,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
156015914,603.6,3.1,2,13,11,603.0781498,603.0781498,188.0,41,0,1130.0,0,0,0,0,0,1,CHEMBL4640093,280.0,2.4471580313422194,CHEMBL3038498,Keap1/Nrf2
6504365,396.4,0.0,0,4,4,396.01909,396.01909,56.9,18,0,327.0,0,0,0,2,0,2,CHEMBL1333600,1350.0,3.130333768495006,CHEMBL2093862,Runt-related transcription factor 1/Core-binding factor subunit beta
90655379,567.6,4.9,1,4,9,566.1772842,566.1772842,106.0,37,0,923.0,0,4,0,0,0,1,CHEMBL3236363,0.5,-0.3010299956639812,CHEMBL5023,p53-binding protein Mdm-2
139315241,439.5,4.5,1,9,5,439.20175157,439.20175157,72.5,30,0,622.0,0,1,0,0,0,1,CHEMBL4214220,110.0,2.041392685158225,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
25105771,418.3,6.3,1,1,4,417.0799529,417.0799529,33.6,29,0,532.0,0,0,0,0,0,1,CHEMBL2024322,200.0,2.3010299956639813,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
56591264,533.5,5.5,2,4,8,532.189563,532.189563,86.7,36,0,808.0,0,4,0,0,0,1,CHEMBL4107660,6.0,0.7781512503836436,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
10329524,157.24,2.0,0,3,5,157.05613515,157.05613515,61.5,10,0,150.0,0,0,0,0,0,1,CHEMBL49121,79432.82,4.899999981014695,CHEMBL612545,Unchecked
77847041,572.6,6.6,2,12,9,572.21590142,572.21590142,115.0,41,0,895.0,0,1,0,0,0,1,CHEMBL5091392,9.5,0.9777236052888477,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
168294945,482.6,4.2,1,8,6,482.29064312,482.29064312,84.2,36,0,740.0,0,0,0,0,0,1,CHEMBL5207604,590.0,2.7708520116421442,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
67999069,568.6,5.7,1,5,10,567.1612998,567.1612998,100.0,37,0,899.0,0,4,0,0,0,1,CHEMBL3944399,0.2,-0.6989700043360187,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
67999168,594.6,6.0,1,5,12,593.1769498,593.1769498,100.0,39,0,959.0,0,4,0,0,0,1,CHEMBL3943183,0.2,-0.6989700043360187,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
155567343,519.6,5.9,1,10,7,519.22796632,519.22796632,81.8,36,0,687.0,0,0,0,0,0,1,CHEMBL4588943,2350.0,3.3710678622717363,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
139571139,571.6,3.4,1,11,10,571.10830711,571.10830711,160.0,39,0,1030.0,0,0,0,0,0,1,CHEMBL4635609,1000.0,3.0,CHEMBL3038498,Keap1/Nrf2
141755763,424.9,3.9,2,7,5,424.1778371,424.1778371,79.5,30,0,526.0,0,0,0,0,0,1,CHEMBL5074855,1560.0,3.1931245983544616,CHEMBL3883320,Histone-lysine N-methyltransferase 2A/WDR5
76314030,602.0,0.0,2,10,7,601.1566884,601.1566884,71.5,41,0,855.0,0,0,1,0,0,2,CHEMBL3112801,3500.0,3.5440680443502757,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
666073,341.4,1.8,1,8,3,341.1058793,341.1058793,113.0,24,0,471.0,0,0,0,0,0,1,CHEMBL1350226,38754.0,4.588316534926793,CHEMBL1293229,Nuclear receptor subfamily 4 group A member 1
171346184,329.4,3.6,2,4,6,329.14272166,329.14272166,66.4,24,0,428.0,0,3,0,0,0,1,CHEMBL5286321,90000.0,4.954242509439325,CHEMBL3038498,Keap1/Nrf2
2911077,466.5,4.7,1,6,7,466.15287181,466.15287181,92.9,35,0,807.0,0,0,1,0,0,1,CHEMBL1592326,2463.0,3.3914644118391033,CHEMBL2096976,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
44390642,480.3,4.3,2,5,4,479.0439614,479.0439614,111.0,33,0,814.0,0,2,0,0,0,1,CHEMBL360484,14800.0,4.1702617153949575,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
118712501,468.4,5.8,1,3,5,467.105499,467.105499,57.6,32,0,674.0,0,3,0,0,0,1,CHEMBL3329619,4.0,0.6020599913279624,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
1145396,412.3,4.4,1,5,3,411.05824,411.05824,66.3,26,0,491.0,0,0,0,0,0,1,CHEMBL1413474,2325.0,3.3664229572259727,CHEMBL2096976,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
76335800,610.5,0.0,1,9,5,609.1521296,609.1521296,78.9,41,0,890.0,0,0,1,0,0,2,CHEMBL3112828,21000.0,4.3222192947339195,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44570087,536.1,5.3,1,4,10,535.2714032,535.2714032,84.5,38,0,776.0,0,1,0,0,0,1,CHEMBL481581,20.0,1.3010299956639813,CHEMBL4860,Apoptosis regulator Bcl-2
156015932,620.7,3.1,2,12,14,620.14983757,620.14983757,185.0,42,0,1020.0,0,2,0,0,0,1,CHEMBL4640621,150.0,2.1760912590556813,CHEMBL2069156,Kelch-like ECH-associated protein 1
123435461,544.6,4.1,3,11,8,544.18682979,544.18682979,138.0,38,0,838.0,0,0,1,0,0,1,CHEMBL3781333,37.0,1.568201724066995,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
22046762,681.3,5.6,2,6,9,679.99779,679.99779,115.0,39,0,908.0,0,0,2,0,0,1,CHEMBL209169,510.0,2.7075701760979363,CHEMBL5023,p53-binding protein Mdm-2
68000342,600.6,6.0,1,5,9,599.1299997,599.1299997,100.0,40,0,1020.0,0,4,0,0,0,1,CHEMBL3970501,1.4,0.146128035678238,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
56591462,593.5,6.6,1,7,8,592.1177185,592.1177185,91.9,38,0,949.0,0,3,0,0,0,1,CHEMBL4109543,530.0,2.724275869600789,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
129275748,531.5,5.8,3,6,6,531.1430354,531.1430354,141.0,40,0,913.0,0,0,0,0,0,1,CHEMBL4090673,360.0,2.5563025007672873,CHEMBL4106122,CD40-CD40L
136044101,375.4,4.2,1,3,3,375.14839556,375.14839556,69.8,29,0,602.0,0,0,0,0,0,1,CHEMBL3291220,910.0,2.9590413923210934,CHEMBL5023,p53-binding protein Mdm-2
51351259,450.9,2.4,1,4,7,450.1346349,450.1346349,75.2,32,0,681.0,0,0,1,0,0,1,CHEMBL1688300,33000.0,4.518513939877887,CHEMBL5023,p53-binding protein Mdm-2
44448277,539.6,5.0,2,8,8,539.09849132,539.09849132,149.0,37,0,988.0,0,0,1,0,0,1,CHEMBL402005,36.0,1.5563025007672873,CHEMBL3817,Bcl2-antagonist of cell death (BAD)
164611724,666.7,4.5,2,12,10,666.13418751,666.13418751,185.0,46,0,1210.0,0,0,0,0,0,1,CHEMBL4851973,146.0,2.164352855784437,CHEMBL3038498,Keap1/Nrf2
709293,301.4,2.2,1,3,5,301.215412493,301.215412493,31.5,22,0,343.0,0,0,0,0,0,1,CHEMBL1318849,6088.0,3.7844746437625165,CHEMBL4374,Photoreceptor-specific nuclear receptor
73355043,641.6,6.2,0,5,6,640.2041676,640.2041676,90.8,43,0,1130.0,0,4,0,0,0,1,CHEMBL2398245,68.0,1.8325089127062364,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
72205732,545.0,3.0,0,7,6,544.162581,544.162581,114.0,39,0,1080.0,0,0,1,0,0,1,CHEMBL3935157,1.15,0.06069784035361165,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
122185911,456.4,6.1,0,3,6,455.105499,455.105499,38.8,31,0,597.0,0,0,1,0,0,1,CHEMBL3603849,1400.0,3.146128035678238,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44580944,502.6,3.1,3,7,0,502.29305367,502.29305367,121.0,36,0,1000.0,0,8,1,1,0,1,CHEMBL499851,25000.0,4.3979400086720375,CHEMBL392,A549
24968065,714.7,5.5,1,14,10,714.23106041,714.23106041,124.0,49,0,1110.0,0,2,0,0,0,1,CHEMBL3805963,15.0,1.1760912590556813,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
58573241,492.4,3.5,3,5,5,491.1266283,491.1266283,98.1,33,0,730.0,0,6,0,0,0,1,CHEMBL4114636,50.0,1.6989700043360187,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
151898965,380.4,3.2,1,8,2,380.01639924,380.01639924,91.0,24,0,570.0,0,1,0,0,0,1,CHEMBL5439202,33.0,1.5185139398778875,CHEMBL3885518,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1
90016177,553.4,3.9,1,6,6,552.1443441,552.1443441,92.6,38,0,982.0,0,1,0,0,0,1,CHEMBL4108538,10.59,1.024895960107485,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
46836648,556.7,6.4,2,9,8,556.12389761,556.12389761,161.0,39,0,861.0,0,0,0,0,0,1,CHEMBL3287300,86.0,1.9344984512435677,CHEMBL4625,Apoptosis regulator Bcl-X
76321307,614.0,0.0,1,10,4,613.1566884,613.1566884,62.7,42,0,938.0,0,0,1,0,0,2,CHEMBL3112799,1400.0,3.146128035678238,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
8030789,394.4,3.3,2,5,6,394.13288525,394.13288525,80.4,29,0,655.0,0,0,0,0,0,1,CHEMBL1582191,6107.0,3.7858279199958655,CHEMBL4374,Photoreceptor-specific nuclear receptor
58573737,515.5,6.1,1,4,8,514.1789983,514.1789983,81.4,35,0,816.0,0,4,0,0,0,1,CHEMBL3125709,1.2,0.07918124604762482,CHEMBL5023,p53-binding protein Mdm-2
90058254,534.0,3.5,0,6,6,533.1829821,533.1829821,89.8,38,0,980.0,0,0,1,0,0,1,CHEMBL3918559,1.156,0.06295783408451022,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
59054194,1065.7,8.2,4,16,17,1064.3013238,1064.3013238,207.0,72,0,1970.0,0,1,0,0,0,1,CHEMBL2170836,18.6,1.2695129442179163,CHEMBL4860,Apoptosis regulator Bcl-2
1234827,407.8,5.8,0,4,5,407.0924357,407.0924357,57.5,29,0,701.0,0,0,0,0,0,1,CHEMBL1544403,55.52,1.7444494574467986,CHEMBL2096976,Peroxisome proliferator-activated receptor gamma/Nuclear receptor corepressor 2
90015422,562.0,4.2,0,8,8,561.1579102,561.1579102,103.0,40,0,931.0,0,1,1,0,0,1,CHEMBL4113499,0.303,-0.518557371497695,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
172456667,841.1,-5.6,13,13,27,840.51161174,840.51161174,382.0,58,0,1410.0,0,6,2,0,0,1,CHEMBL5420922,700.0,2.845098040014257,CHEMBL5482974,VEGA-NRP1
51351127,476.0,4.1,1,4,8,475.155036,475.155036,66.8,34,0,754.0,0,0,1,0,0,1,CHEMBL1688293,17000.0,4.230448921378274,CHEMBL5023,p53-binding protein Mdm-2
73349557,391.7,4.0,1,5,1,391.0335387,391.0335387,61.8,27,0,721.0,0,0,0,0,0,1,CHEMBL2440443,1500.0,3.1760912590556813,CHEMBL5023,p53-binding protein Mdm-2
1252084,376.8,3.9,1,4,3,376.06147,376.06147,68.3,27,0,608.0,0,0,0,0,0,1,CHEMBL1337717,3989.0,3.6008640363098396,CHEMBL5469,Protein tyrosine kinase 2 beta
117656778,554.5,5.3,1,5,10,553.1456497,553.1456497,100.0,36,0,870.0,0,3,1,0,0,1,CHEMBL3921531,1.0,0.0,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
67999548,600.5,4.7,1,5,8,599.1953766,599.1953766,98.2,41,0,1060.0,0,4,0,0,0,1,CHEMBL3896849,1.8,0.25527250510330607,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
53473392,478.4,6.4,1,4,8,477.0568347,477.0568347,80.9,31,0,676.0,0,0,0,0,0,1,CHEMBL1824824,12110.0,4.083144143143052,CHEMBL4625,Apoptosis regulator Bcl-X
71777739,419.6,4.2,1,5,8,419.2572773,419.2572773,69.4,31,0,583.0,0,1,0,0,0,1,CHEMBL3126201,195.0,2.290034611362518,CHEMBL1615381,Menin
155167033,792.0,4.1,2,11,10,791.4282794,791.4282794,130.0,58,0,1470.0,0,2,1,0,0,1,CHEMBL4785047,0.5,-0.3010299956639812,CHEMBL4523681,Protein cereblon/Estrogen receptor
90342208,649.6,5.7,1,8,11,648.1263914,648.1263914,113.0,43,0,1070.0,0,4,0,0,0,1,CHEMBL3233124,0.6,-0.2218487496163564,CHEMBL5023,p53-binding protein Mdm-2
70692160,869.5,7.5,1,9,16,868.3384969,868.3384969,152.0,61,0,1560.0,0,0,0,0,0,1,CHEMBL2031014,40.0,1.6020599913279623,CHEMBL4625,Apoptosis regulator Bcl-X
44570076,476.6,4.6,0,3,3,476.22122615,476.22122615,58.4,36,0,804.0,0,0,0,0,0,1,CHEMBL464268,1500.0,3.1760912590556813,CHEMBL4860,Apoptosis regulator Bcl-2
16090444,494.5,4.7,3,5,8,494.18417193,494.18417193,99.1,37,0,780.0,0,0,1,0,0,1,CHEMBL384379,96000.0,4.982271233039568,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
72203662,519.5,7.3,0,2,5,518.1527835,518.1527835,34.5,36,0,780.0,0,0,1,0,0,1,CHEMBL3902934,0.376,-0.42481215507233894,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
25098032,332.8,3.5,2,3,2,332.0386265,332.0386265,82.5,22,0,448.0,0,0,0,0,0,1,CHEMBL492070,590.0,2.7708520116421442,CHEMBL1949,Cyclophilin A
58438206,556.1,6.6,0,5,9,555.2288696,555.2288696,54.9,40,0,794.0,0,1,1,0,0,1,CHEMBL3601316,8.0,0.9030899869919435,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
155543478,458.7,3.7,3,5,10,458.23853343,458.23853343,140.0,30,0,569.0,0,0,0,0,0,1,CHEMBL4549580,39810.72,4.600000032123142,CHEMBL612545,Unchecked
117636641,580.6,5.4,2,11,8,580.19806317,580.19806317,136.0,41,0,930.0,0,0,0,0,0,1,CHEMBL3781621,24.0,1.380211241711606,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
10963747,756.7,-2.6,12,20,8,756.21129366,756.21129366,324.0,53,0,1300.0,0,15,0,0,0,1,CHEMBL3735518,23600.0,4.372912002970106,CHEMBL3885567,Fanconi anemia group F protein/Transcription factor HES-1
53324102,1918.2,2.2,24,25,60,1916.97982058,1916.97982058,713.0,138,0,4020.0,0,13,0,0,0,1,CHEMBL1689400,18.0,1.255272505103306,CHEMBL5023,p53-binding protein Mdm-2
3355449,442.1,6.7,0,0,2,441.95032,439.95237,7.8,24,2,380.0,0,0,0,0,0,1,CHEMBL340270,11700.0,4.068185861746161,CHEMBL4860,Apoptosis regulator Bcl-2
86302516,724.7,4.8,1,14,11,724.26955392,724.26955392,105.0,51,0,1130.0,0,2,0,0,0,1,CHEMBL3305317,24.0,1.380211241711606,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
68001220,568.6,5.7,1,5,9,567.1612998,567.1612998,100.0,37,0,922.0,0,4,0,0,0,1,CHEMBL4115157,0.3,-0.5228787452803376,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
90304487,584.5,3.7,1,7,6,583.1501578,583.1501578,115.0,40,0,1040.0,0,0,1,0,0,1,CHEMBL3913154,3106.0,3.49220145139254,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
44472954,1004.1,0.9,9,10,34,1002.49019,1002.49019,296.0,67,0,1480.0,0,0,3,0,0,1,CHEMBL593825,20000.0,4.301029995663981,CHEMBL5023,p53-binding protein Mdm-2
51354616,966.6,9.4,2,16,16,965.2441433,965.2441433,179.0,65,0,1690.0,0,1,0,0,0,1,CHEMBL1689142,16.0,1.2041199826559248,CHEMBL4625,Apoptosis regulator Bcl-X
90303607,536.4,5.6,1,4,5,535.1541805,535.1541805,72.3,37,0,805.0,0,0,1,0,0,1,CHEMBL3911189,3.1,0.4913616938342727,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
70643922,581.5,5.3,2,6,10,580.1565488,580.1565488,112.0,38,0,963.0,0,3,2,0,0,1,CHEMBL4113117,1.0,0.0,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
162650300,612.5,6.5,2,8,9,611.06134,611.06134,130.0,39,0,951.0,0,0,1,0,0,1,CHEMBL4748547,430.0,2.6334684555795866,CHEMBL3038498,Keap1/Nrf2
76328991,540.5,4.9,1,5,9,539.1299997,539.1299997,100.0,35,0,854.0,0,4,0,0,0,1,CHEMBL3125523,1.3,0.11394335230683679,CHEMBL5023,p53-binding protein Mdm-2
156406680,389.4,2.7,1,9,3,389.00033463,389.00033463,124.0,25,0,674.0,0,1,0,0,0,1,CHEMBL5431351,300.0,2.4771212547196626,CHEMBL3885518,Aryl hydrocarbon receptor nuclear translocator/Endothelial PAS domain-containing protein 1
57523433,907.5,9.4,3,11,16,906.3112368,906.3112368,181.0,63,0,1540.0,0,1,0,0,0,1,CHEMBL2063893,5.3,0.724275869600789,CHEMBL4860,Apoptosis regulator Bcl-2
90644647,791.2,0.0,3,15,12,790.2567963,790.2567963,125.0,54,0,1180.0,0,2,1,0,0,2,CHEMBL3288450,16.0,1.2041199826559248,CHEMBL5023,p53-binding protein Mdm-2
71457007,814.9,7.3,2,8,12,813.299465,813.299465,102.0,56,0,1340.0,0,0,0,0,0,1,CHEMBL2171004,660.0,2.8195439355418688,CHEMBL4860,Apoptosis regulator Bcl-2
89490809,570.5,5.3,1,6,10,569.1405643,569.1405643,109.0,37,0,894.0,0,4,0,0,0,1,CHEMBL3233131,1.0,0.0,CHEMBL5023,p53-binding protein Mdm-2
5325760,173.21,2.8,0,2,1,173.084063974,173.084063974,26.0,13,0,165.0,0,0,0,0,0,1,CHEMBL1828979,800.0,2.9030899869919438,CHEMBL1163125,Bromodomain-containing protein 4
67999130,581.5,5.3,2,6,10,580.1565488,580.1565488,112.0,38,0,961.0,0,4,0,0,0,1,CHEMBL4113936,4.4,0.6434526764861874,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
168289220,550.1,4.3,1,9,7,549.171372,549.171372,113.0,38,0,869.0,0,0,0,0,0,1,CHEMBL5194018,60.0,1.7781512503836436,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
51349703,378.4,3.3,1,5,3,378.10158513,378.10158513,86.4,28,0,596.0,0,0,1,0,0,1,CHEMBL1688145,9500.0,3.9777236052888476,CHEMBL5023,p53-binding protein Mdm-2
44412055,695.3,6.0,1,6,10,694.01344,694.01344,104.0,40,0,924.0,0,1,1,0,0,1,CHEMBL210409,2820.0,3.450249108319361,CHEMBL5023,p53-binding protein Mdm-2
168269971,671.7,2.9,2,14,15,671.1243511,671.1243511,207.0,46,0,1210.0,0,0,0,0,0,1,CHEMBL5169973,760.0,2.8808135922807914,CHEMBL3038498,Keap1/Nrf2
750245,325.4,3.7,0,6,3,325.1361168,325.1361168,73.4,23,0,387.0,0,0,0,0,0,1,CHEMBL3696167,58000.0,4.763427993562937,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
72205922,524.4,6.3,0,4,5,523.1229606,523.1229606,47.4,36,0,790.0,0,0,1,0,0,1,CHEMBL3901714,1.696,0.229425847920695,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
1503595,325.39,-0.4,0,5,2,325.10962727,325.10962727,78.5,22,0,527.0,0,0,0,0,0,1,CHEMBL1950957,30000.0,4.477121254719663,CHEMBL1293289,Bromodomain-containing protein 2
1180676,374.6,3.3,0,4,2,373.01516,373.01516,43.9,23,0,546.0,0,0,0,0,0,1,CHEMBL1271764,362.0,2.558708570533166,CHEMBL1293239,Bcl-2-related protein A1
44249173,434.5,5.7,2,3,5,434.16304257,434.16304257,67.4,33,0,654.0,0,0,0,0,0,1,CHEMBL560115,12.1,1.08278537031645,CHEMBL1949,Cyclophilin A
53473481,557.8,7.1,1,5,6,555.981811,555.981811,105.0,36,0,912.0,0,0,0,0,0,1,CHEMBL1824828,2700.0,3.4313637641589874,CHEMBL4625,Apoptosis regulator Bcl-X
118714478,1983.5,-2.3,20,27,41,1982.03040231,1982.03040231,753.0,137,0,4110.0,0,17,0,0,0,1,CHEMBL3335453,42.0,1.6232492903979006,CHEMBL3430909,Transcriptional coactivator YAP1/Transcriptional enhancer factor TEF-1
58573563,492.4,5.3,2,4,8,491.1630139,491.1630139,77.8,33,0,683.0,0,5,0,0,0,1,CHEMBL4108869,2.0,0.3010299956639812,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
58573669,525.5,6.0,1,4,7,524.1633482,524.1633482,70.5,36,0,772.0,0,4,0,0,0,1,CHEMBL3329610,2.0,0.3010299956639812,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
56591305,520.4,5.7,1,5,9,519.1579285,519.1579285,83.9,35,0,761.0,0,4,0,0,0,1,CHEMBL3894269,200.0,2.3010299956639813,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
56591242,504.8,5.3,1,5,5,503.057025,503.057025,83.4,33,0,720.0,0,3,0,0,0,1,CHEMBL4111096,610.0,2.785329835010767,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
58573893,463.4,2.9,1,4,7,462.1476981,462.1476981,60.9,31,0,636.0,0,3,0,0,0,1,CHEMBL4109614,2.4,0.38021124171160603,CHEMBL1907611,Tumour suppressor p53/oncoprotein Mdm2
497073,666.8,2.0,6,7,17,666.38533134,666.38533134,194.0,48,0,1110.0,0,5,0,0,0,1,CHEMBL1790316,6000.0,3.7781512503836434,CHEMBL1949,Cyclophilin A
36294,467.5,-6.2,10,14,6,467.25912777,467.25912777,268.0,32,0,609.0,0,14,0,0,0,1,CHEMBL1747,6.2,0.7923916894982539,CHEMBL612545,Unchecked
86297077,470.5,5.5,2,9,5,470.15005036,470.15005036,109.0,33,0,721.0,0,0,0,0,0,1,CHEMBL3780497,31.0,1.4913616938342726,CHEMBL2093861,Menin/Histone-lysine N-methyltransferase MLL
73347484,428.5,6.0,2,7,4,428.13069707,428.13069707,116.0,31,0,674.0,0,0,0,1,0,1,CHEMBL2398250,10.0,1.0,CHEMBL4625,Apoptosis regulator Bcl-X
